X	Y	Z
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889191 2.74697 -46.1516
0.889474 2.74651 -46.152
0.889474 2.74651 -46.152
0.889474 2.74651 -46.152
0.889474 2.74651 -46.152
0.888924 2.74652 -46.1523
0.888924 2.74652 -46.1523
0.888924 2.74652 -46.1523
0.888924 2.74652 -46.1523
0.888924 2.74652 -46.1523
0.888924 2.74652 -46.1523
0.888924 2.74652 -46.1523
0.889206 2.74606 -46.1526
0.889206 2.74606 -46.1526
0.889206 2.74606 -46.1526
0.889206 2.74606 -46.1526
0.889206 2.74606 -46.1526
0.888654 2.74608 -46.1529
0.888654 2.74608 -46.1529
0.888937 2.74562 -46.1533
0.888937 2.74562 -46.1533
0.888937 2.74562 -46.1533
0.888937 2.74562 -46.1533
0.888937 2.74562 -46.1533
0.888937 2.74562 -46.1533
0.888937 2.74562 -46.1533
0.888669 2.74518 -46.1539
0.888669 2.74518 -46.1539
0.888669 2.74518 -46.1539
0.888669 2.74518 -46.1539
0.888669 2.74518 -46.1539
0.888669 2.74518 -46.1539
0.888669 2.74518 -46.1539
0.888118 2.7452 -46.1542
0.888118 2.7452 -46.1542
0.888118 2.7452 -46.1542
0.888118 2.7452 -46.1542
0.888401 2.74474 -46.1546
0.888401 2.74474 -46.1546
0.888401 2.74474 -46.1546
0.888401 2.74474 -46.1546
0.887849 2.74476 -46.1549
0.887849 2.74476 -46.1549
0.887849 2.74476 -46.1549
0.887849 2.74476 -46.1549
0.887849 2.74476 -46.1549
0.887849 2.74476 -46.1549
0.887849 2.74476 -46.1549
0.887849 2.74476 -46.1549
0.887849 2.74476 -46.1549
0.887581 2.74431 -46.1555
0.887581 2.74431 -46.1555
0.887581 2.74431 -46.1555
0.887581 2.74431 -46.1555
0.887581 2.74431 -46.1555
0.887581 2.74431 -46.1555
0.887581 2.74431 -46.1555
0.887581 2.74431 -46.1555
0.887864 2.74385 -46.1559
0.887312 2.74387 -46.1562
0.887312 2.74387 -46.1562
0.887312 2.74387 -46.1562
0.887312 2.74387 -46.1562
0.887595 2.74341 -46.1565
0.887595 2.74341 -46.1565
0.887044 2.74343 -46.1568
0.887327 2.74297 -46.1572
0.887327 2.74297 -46.1572
0.887327 2.74297 -46.1572
0.88761 2.7425 -46.1575
0.887058 2.74252 -46.1578
0.887058 2.74252 -46.1578
0.887341 2.74206 -46.1581
0.887341 2.74206 -46.1581
0.887073 2.74162 -46.1588
0.887073 2.74162 -46.1588
0.887356 2.74116 -46.1591
0.886803 2.74118 -46.1594
