Alpha1	Alpha2	Alpha3
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49458 0.745701 0.720195
1.49458 0.745701 0.720195
1.49458 0.745701 0.720195
1.49458 0.745701 0.720195
1.49458 0.745701 0.720195
1.49458 0.745701 0.720195
1.49458 0.745701 0.720195
1.4946 0.7457 0.720195
1.4946 0.7457 0.720195
1.4946 0.7457 0.720195
1.4946 0.7457 0.720195
1.4946 0.7457 0.720195
1.4946 0.7457 0.720195
1.4946 0.7457 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49465 0.7457 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.49463 0.745701 0.720195
1.4946 0.7457 0.720195
1.4946 0.7457 0.720195
1.4946 0.7457 0.720195
1.4946 0.7457 0.720195
1.49458 0.745701 0.720195
1.49458 0.745701 0.720195
1.49458 0.745701 0.720195
1.49458 0.745701 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49456 0.7457 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49454 0.745701 0.720195
1.49451 0.745701 0.720195
1.49451 0.745701 0.720195
1.49451 0.745701 0.720195
1.49451 0.745701 0.720195
1.49449 0.745701 0.720195
1.49449 0.745701 0.720195
1.49449 0.745701 0.720195
1.49449 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49447 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49444 0.745701 0.720195
1.49442 0.745701 0.720195
1.49442 0.745701 0.720195
1.49442 0.745701 0.720195
1.49442 0.745701 0.720195
1.49442 0.745701 0.720195
1.49442 0.745701 0.720195
1.49442 0.745701 0.720195
1.49442 0.745701 0.720195
1.4944 0.745701 0.720195
1.4944 0.745701 0.720195
1.4944 0.745701 0.720195
1.4944 0.745701 0.720195
1.49437 0.745701 0.720195
1.49437 0.745701 0.720195
1.49437 0.745701 0.720195
1.49435 0.745701 0.720195
1.49435 0.745701 0.720195
1.49433 0.7457 0.720195
1.49433 0.7457 0.720195
1.49431 0.745701 0.720195
1.49428 0.745701 0.720195
1.49428 0.745701 0.720195
1.49426 0.745701 0.720195
1.49424 0.7457 0.720195
1.49421 0.745701 0.720195
1.49419 0.7457 0.720195
1.49417 0.745701 0.720195
1.49415 0.745701 0.720195
1.4941 0.745701 0.720195
1.49408 0.745701 0.720195
1.49403 0.745701 0.720195
1.49399 0.745701 0.720218
1.49394 0.745701 0.720218
1.49389 0.7457 0.720218
1.49385 0.745701 0.720218
1.4938 0.745701 0.720218
1.49373 0.745701 0.720218
1.49369 0.745701 0.720218
1.4936 0.745701 0.720218
1.49353 0.7457 0.720218
1.49344 0.745701 0.720218
1.49334 0.745701 0.720218
1.49325 0.745701 0.720218
1.49316 0.7457 0.720218
1.49307 0.745724 0.720218
1.49298 0.745723 0.720218
1.49289 0.745724 0.720218
1.49277 0.745723 0.720218
1.49266 0.745723 0.720218
1.49254 0.745723 0.720218
1.49243 0.745723 0.720218
1.49231 0.745723 0.720218
1.4922 0.745723 0.720218
1.49206 0.745723 0.720218
1.49192 0.745724 0.720218
1.49179 0.745723 0.720218
1.49165 0.745723 0.720218
1.49154 0.745723 0.720218
1.49138 0.745723 0.720218
1.49122 0.745724 0.720218
1.49105 0.745723 0.720218
1.49089 0.745724 0.720218
1.49073 0.745746 0.720218
1.49055 0.745746 0.720218
1.49037 0.745746 0.720218
1.49021 0.745746 0.720218
1.49002 0.745746 0.720218
1.48984 0.745746 0.720218
1.48964 0.745746 0.720241
1.48945 0.745746 0.720241
1.48927 0.745769 0.720241
1.48904 0.745769 0.720241
1.48883 0.745769 0.720241
1.48865 0.745769 0.720241
1.48844 0.745769 0.720241
1.48822 0.745769 0.720241
1.48803 0.745769 0.720241
1.48783 0.745769 0.720264
1.48757 0.745792 0.720264
1.48735 0.745792 0.720264
1.48716 0.745792 0.720264
1.48693 0.745792 0.720264
1.48668 0.745792 0.720264
1.48648 0.745792 0.720287
1.48625 0.745792 0.720287
1.486 0.745792 0.720287
1.48577 0.745792 0.720287
1.48551 0.745792 0.72031
1.48526 0.745792 0.72031
1.48501 0.745815 0.72031
1.48476 0.745815 0.720333
1.48448 0.745815 0.720332
1.48423 0.745815 0.720332
1.48396 0.745815 0.720356
1.48366 0.745815 0.720356
1.48338 0.745815 0.720355
1.48309 0.745838 0.720378
1.48279 0.745838 0.720378
1.48252 0.745838 0.720401
1.48219 0.745838 0.720401
1.48187 0.745861 0.720401
1.48155 0.745861 0.720424
1.48121 0.745861 0.720424
1.48087 0.745861 0.720447
1.48052 0.745884 0.720447
1.48016 0.745883 0.72047
1.47979 0.745884 0.720493
1.47942 0.745907 0.720493
1.47903 0.745907 0.720516
1.47862 0.745907 0.720539
1.47823 0.745906 0.720538
1.4778 0.745929 0.720561
1.47739 0.745929 0.720584
1.47695 0.745952 0.720584
1.47649 0.745952 0.720584
1.47604 0.745952 0.720607
1.47555 0.745975 0.720607
1.47505 0.745975 0.720607
1.47457 0.745998 0.72063
1.47407 0.745998 0.72063
1.47354 0.746021 0.72063
1.47299 0.746021 0.72063
1.47246 0.746044 0.72063
1.47189 0.746044 0.72063
1.4713 0.746067 0.72063
1.4707 0.74609 0.720653
1.47011 0.74609 0.720653
1.46951 0.746113 0.720653
1.46887 0.746135 0.720653
1.46823 0.746158 0.720653
1.46754 0.746181 0.720653
1.46688 0.746227 0.720653
1.46621 0.74625 0.720653
1.46553 0.746273 0.720653
1.46484 0.746318 0.720653
1.46413 0.746387 0.720653
1.46342 0.746456 0.720653
1.46269 0.746502 0.720653
1.46193 0.746593 0.720653
1.46118 0.746685 0.720653
1.46042 0.746777 0.720653
1.45964 0.746868 0.720653
1.45889 0.747005 0.720653
1.45809 0.74712 0.720653
1.45731 0.747235 0.720653
1.45651 0.747372 0.720653
1.4557 0.747486 0.720653
1.4549 0.747624 0.720653
1.45408 0.747761 0.720653
1.45323 0.747944 0.720653
1.45238 0.748082 0.720653
1.45154 0.748242 0.720653
1.45069 0.748425 0.720653
1.44984 0.748608 0.720653
1.44897 0.748791 0.720653
1.44806 0.748974 0.720653
1.44716 0.74918 0.720653
1.44627 0.749409 0.720653
1.44536 0.749615 0.720653
1.44444 0.749844 0.720653
1.4435 0.750096 0.720653
1.44259 0.750348 0.720653
1.44165 0.750577 0.720653
1.44066 0.750852 0.720653
1.4397 0.751104 0.720653
1.43876 0.751401 0.720653
1.43778 0.751653 0.720653
1.43679 0.751951 0.720653
1.43583 0.752226 0.720653
1.43485 0.752523 0.720653
1.43384 0.752844 0.720653
1.43286 0.753142 0.720653
1.43185 0.753462 0.720653
1.43084 0.753783 0.720653
1.42983 0.754126 0.720653
1.42876 0.75447 0.720653
1.42775 0.754813 0.720653
1.4267 0.755179 0.720653
1.42564 0.755545 0.720653
1.42459 0.755935 0.720653
1.42351 0.756301 0.720653
1.42244 0.75669 0.720653
1.42136 0.757056 0.720653
1.42026 0.757469 0.720653
1.41914 0.757858 0.720653
1.41804 0.75827 0.720653
1.41692 0.758682 0.720653
1.4158 0.759071 0.720653
1.41465 0.759483 0.720653
1.41351 0.759896 0.720653
1.41239 0.760308 0.720653
1.4112 0.760743 0.720653
1.41005 0.761155 0.720653
1.40888 0.76159 0.720653
1.40772 0.762025 0.720653
1.40655 0.76246 0.720653
1.40531 0.762895 0.720653
1.40414 0.763353 0.720653
1.40293 0.763788 0.720653
1.40169 0.764246 0.720653
1.40048 0.764704 0.720653
1.39924 0.765161 0.720653
1.39799 0.765642 0.720653
1.39675 0.766123 0.720653
1.39549 0.766604 0.720653
1.39423 0.767107 0.720653
1.39295 0.767588 0.720653
1.39169 0.768092 0.720653
1.39043 0.768619 0.720653
1.38915 0.769145 0.720653
1.38787 0.769649 0.720653
1.38658 0.770175 0.720653
1.3853 0.770679 0.720653
1.384 0.771206 0.720653
1.38271 0.771732 0.720653
1.38141 0.772282 0.720653
1.3801 0.772808 0.720653
1.37878 0.773358 0.720653
1.37745 0.773885 0.720653
1.37612 0.774457 0.720653
1.37477 0.775006 0.720653
1.37344 0.775556 0.720653
1.37209 0.776105 0.720653
1.37074 0.776678 0.720653
1.36937 0.777227 0.720653
1.36802 0.7778 0.720653
1.36664 0.778372 0.720653
1.36527 0.778944 0.720653
1.36392 0.77954 0.720653
1.36254 0.780135 0.720653
1.36117 0.78073 0.720653
1.35977 0.781326 0.720653
1.35838 0.781944 0.720653
1.35698 0.782539 0.720653
1.35558 0.783157 0.720653
1.35419 0.783798 0.720653
1.35279 0.784416 0.720653
1.35139 0.785057 0.720653
1.34997 0.785698 0.720653
1.34855 0.78634 0.720653
1.34716 0.786981 0.720653
1.34572 0.787644 0.720653
1.34427 0.788286 0.720653
1.34283 0.788949 0.720653
1.34139 0.789613 0.720653
1.33997 0.790254 0.720653
1.33853 0.790942 0.720653
1.33708 0.791583 0.720653
1.33564 0.792247 0.720653
1.33418 0.792911 0.720653
1.33273 0.793574 0.720653
1.33127 0.794261 0.720653
1.3298 0.794925 0.720653
1.32834 0.795589 0.720653
1.32687 0.796276 0.720653
1.32541 0.796963 0.720653
1.32394 0.797627 0.720653
1.32248 0.798314 0.720653
1.32101 0.799 0.720653
1.31955 0.799688 0.720653
1.31806 0.800374 0.720653
1.31659 0.801061 0.720653
1.3151 0.801748 0.720653
1.31364 0.802458 0.720653
1.31215 0.803167 0.720653
1.31069 0.803854 0.720653
1.3092 0.804541 0.720653
1.30771 0.805251 0.720653
1.3062 0.805938 0.720653
1.30471 0.806625 0.720653
1.3032 0.807334 0.720653
1.30171 0.808021 0.720653
1.3002 0.808731 0.720653
1.29869 0.809441 0.720653
1.29718 0.810151 0.720653
1.29569 0.810837 0.720653
1.29418 0.811547 0.720653
1.29269 0.812234 0.720653
1.2912 0.812944 0.720653
1.28969 0.813631 0.720653
1.2882 0.81434 0.720653
1.28669 0.815027 0.720653
1.2852 0.815737 0.720653
1.28369 0.816424 0.720653
1.2822 0.817134 0.720653
1.28072 0.817843 0.720653
1.27921 0.818553 0.720653
1.27772 0.81924 0.720653
1.27623 0.81995 0.720653
1.27474 0.820636 0.720653
1.27325 0.821323 0.720653
1.27176 0.822033 0.720653
1.2703 0.822743 0.720653
1.26881 0.82343 0.720653
1.26732 0.824139 0.720653
1.26583 0.824849 0.720653
1.26435 0.825559 0.720653
1.26288 0.826269 0.720653
1.26139 0.826979 0.720653
1.25988 0.827688 0.720653
1.25839 0.828398 0.720653
1.25691 0.829108 0.720653
1.25539 0.829818 0.720653
1.25391 0.83055 0.720653
1.25239 0.83126 0.720653
1.25088 0.83197 0.720653
1.2494 0.832702 0.720653
1.24791 0.833412 0.720653
1.24642 0.834145 0.720653
1.24493 0.834855 0.720653
1.24344 0.835587 0.720653
1.24195 0.836297 0.720653
1.24047 0.837029 0.720676
1.23898 0.837762 0.720676
1.23749 0.838472 0.720676
1.236 0.839205 0.720676
1.23454 0.839937 0.720699
1.23305 0.84067 0.720699
1.23156 0.841403 0.720699
1.23007 0.842135 0.720722
1.22858 0.842868 0.720722
1.22712 0.843601 0.720722
1.22565 0.844333 0.720744
1.22417 0.845089 0.720745
1.22268 0.845821 0.720768
1.22121 0.846577 0.72079
1.21972 0.847309 0.720791
1.21826 0.848065 0.720813
1.21677 0.848798 0.720836
1.21528 0.849553 0.720859
1.21379 0.850309 0.720882
1.21228 0.851042 0.720882
1.21077 0.851774 0.720905
1.20926 0.85253 0.720951
1.20775 0.853262 0.720973
1.20622 0.854018 0.720997
1.2047 0.854751 0.721065
1.20319 0.855483 0.721111
1.20166 0.856216 0.721134
1.20015 0.856948 0.72118
1.19864 0.857658 0.721225
1.19713 0.858368 0.721294
1.19561 0.859077 0.72134
1.19408 0.859787 0.721386
1.19257 0.860497 0.721454
1.19104 0.861184 0.721523
1.18952 0.861894 0.721592
1.18799 0.862581 0.721638
1.18648 0.863268 0.721683
1.18497 0.863954 0.721775
1.18346 0.864641 0.721843
1.18197 0.865328 0.721912
1.18046 0.865992 0.721981
1.17895 0.866656 0.72205
1.17746 0.867343 0.722118
1.17597 0.867984 0.722187
1.17451 0.868648 0.722278
1.17304 0.869289 0.722347
1.17157 0.86993 0.722393
1.17011 0.870571 0.722485
1.16864 0.871212 0.722553
1.16718 0.87183 0.722622
1.16571 0.872448 0.722691
1.16427 0.873044 0.722759
1.16283 0.873662 0.722828
1.16136 0.87428 0.722897
1.15992 0.874875 0.722965
1.1585 0.875448 0.723034
1.15706 0.876043 0.72308
1.15564 0.876616 0.723149
1.15422 0.877188 0.723217
1.15282 0.87776 0.723286
1.15145 0.878333 0.723355
1.15005 0.878882 0.723424
1.14866 0.879431 0.723469
1.14726 0.879981 0.723538
1.14589 0.88053 0.723584
1.14451 0.881057 0.723652
1.14316 0.881584 0.723721
1.14177 0.882087 0.72379
1.14044 0.882591 0.723835
1.13909 0.883095 0.723904
1.13771 0.883599 0.723996
1.13636 0.884079 0.724064
1.13503 0.88456 0.724133
1.13371 0.885064 0.724202
1.1324 0.885521 0.72427
1.1311 0.88598 0.724339
1.12975 0.88646 0.724408
1.12844 0.886918 0.724477
1.12714 0.887376 0.724545
1.12585 0.887834 0.724614
1.12457 0.888246 0.724706
1.12324 0.888704 0.724797
1.12196 0.889139 0.724889
1.1207 0.889574 0.72498
1.1194 0.890009 0.725072
1.11809 0.890421 0.725186
1.11681 0.890833 0.725278
1.11553 0.891245 0.725369
1.11424 0.891657 0.725507
1.11294 0.892047 0.725598
1.11166 0.892436 0.725736
1.11038 0.892825 0.72585
1.10909 0.893237 0.725965
1.10781 0.893604 0.726079
1.10653 0.893993 0.72624
1.10527 0.894382 0.726354
1.10399 0.894771 0.726491
1.10271 0.895138 0.726629
1.10145 0.895504 0.726766
1.10019 0.895893 0.726903
1.09891 0.896259 0.727041
1.09765 0.896649 0.727201
1.09639 0.896992 0.727338
1.09515 0.897381 0.727499
1.09387 0.897725 0.727636
1.09263 0.898091 0.727773
1.09137 0.898435 0.727934
1.09014 0.898778 0.728094
1.0889 0.899099 0.728254
1.08766 0.899442 0.728392
1.08643 0.899762 0.728552
1.08517 0.900083 0.728712
1.08398 0.900404 0.728895
1.08276 0.900701 0.729033
1.0815 0.901022 0.729216
1.08031 0.901319 0.729399
1.07912 0.901617 0.729582
1.07789 0.901915 0.729743
1.0767 0.902189 0.729926
1.07551 0.902464 0.730086
1.07427 0.902739 0.730269
1.0731 0.902991 0.73043
1.07189 0.903242 0.730635
1.0707 0.903494 0.730796
1.06951 0.903723 0.730956
1.06829 0.903975 0.731139
1.06713 0.904204 0.731345
1.06596 0.904433 0.731505
1.06477 0.904639 0.731689
1.0636 0.904868 0.731872
1.06241 0.905074 0.732055
1.06127 0.905303 0.732238
1.06012 0.905509 0.732398
1.05898 0.905715 0.732581
1.05783 0.905921 0.732787
1.05669 0.90615 0.73297
1.05559 0.906334 0.733131
1.05444 0.906517 0.733314
1.05334 0.906723 0.733497
1.05222 0.906906 0.73368
1.05112 0.907089 0.733841
1.05002 0.907272 0.734024
1.04895 0.907432 0.734184
1.04785 0.907615 0.734367
1.0468 0.907776 0.734528
1.0457 0.907936 0.734711
1.04464 0.908074 0.734871
1.04357 0.908234 0.735054
1.04251 0.908394 0.735237
1.04146 0.908554 0.73542
1.04041 0.908692 0.735604
1.0394 0.908829 0.735787
1.03835 0.908966 0.73597
1.03734 0.909104 0.736153
1.03631 0.909241 0.736313
1.03528 0.909356 0.736497
1.03429 0.90947 0.73668
1.03326 0.909607 0.73684
1.03226 0.909722 0.737023
1.03125 0.909836 0.737184
1.03024 0.909951 0.737344
1.02926 0.910065 0.737527
1.02823 0.91018 0.73771
1.02722 0.910271 0.73787
1.02626 0.910386 0.738053
1.02523 0.910477 0.738214
1.02422 0.910569 0.73842
1.02321 0.910661 0.738603
1.02223 0.910775 0.738786
1.02122 0.910844 0.738969
1.02021 0.910935 0.739175
1.01918 0.911004 0.739381
1.0182 0.911095 0.739564
1.01719 0.911164 0.739748
1.01618 0.911256 0.739954
1.0152 0.911325 0.740183
1.01419 0.911393 0.740366
1.01319 0.911462 0.740595
1.01218 0.91153 0.740801
1.01119 0.911599 0.741007
1.01021 0.911668 0.741236
1.0092 0.911737 0.741442
1.00819 0.911805 0.741694
1.00723 0.911851 0.7419
1.00623 0.911897 0.742129
1.00524 0.911966 0.742381
1.00428 0.912034 0.74261
1.00329 0.91208 0.742838
1.00231 0.912126 0.743091
1.00135 0.912172 0.743319
1.00034 0.912217 0.743571
0.999357 0.912263 0.743823
0.998395 0.912286 0.744052
0.997411 0.912332 0.744304
0.996426 0.912355 0.744578
0.995465 0.912378 0.744808
0.994503 0.912401 0.745082
0.993518 0.912423 0.745334
0.99258 0.912446 0.745563
0.991595 0.912469 0.745815
0.990634 0.912492 0.746067
0.989718 0.912492 0.746296
0.988733 0.912515 0.74657
0.987772 0.912538 0.746799
0.986833 0.912538 0.747051
0.985894 0.912561 0.747303
0.984933 0.912561 0.747555
0.983971 0.912584 0.747784
0.983055 0.912584 0.748059
0.982071 0.912584 0.748288
0.981132 0.912607 0.748539
0.980193 0.912607 0.748791
0.979255 0.912607 0.749043
0.978293 0.912607 0.749295
0.977355 0.91263 0.749547
0.976416 0.91263 0.749799
0.975477 0.91263 0.750051
0.974538 0.91263 0.75028
0.973623 0.912653 0.750554
0.972707 0.912653 0.750806
0.971745 0.912653 0.751035
0.970829 0.912653 0.751287
0.969936 0.912653 0.751562
0.969021 0.912652 0.751813
0.968082 0.912675 0.752065
0.967166 0.912675 0.752317
0.966273 0.912675 0.752592
0.96538 0.912675 0.752844
0.964465 0.912675 0.753119
0.963571 0.912698 0.753393
0.962679 0.912698 0.753645
0.961786 0.912698 0.753943
0.96087 0.912698 0.754218
0.959977 0.912698 0.754492
0.959084 0.912698 0.75479
0.958191 0.912721 0.755065
0.957298 0.912721 0.755362
0.956405 0.912721 0.755637
0.955489 0.912721 0.755935
0.954597 0.912721 0.756232
0.953726 0.912721 0.756507
0.952811 0.912721 0.756827
0.951918 0.912721 0.757125
0.951025 0.912721 0.757446
0.950132 0.912721 0.757743
0.949239 0.912721 0.758041
0.948346 0.912721 0.758361
0.947476 0.912721 0.758682
0.946583 0.912721 0.759003
0.945713 0.912721 0.759323
0.94482 0.912721 0.759644
0.943904 0.912721 0.759987
0.943012 0.912721 0.760308
0.942164 0.912721 0.760651
0.941295 0.912721 0.760972
0.940402 0.912721 0.761315
0.939509 0.912721 0.761658
0.938616 0.912721 0.761979
0.937768 0.912721 0.762345
0.936899 0.912721 0.762689
0.935983 0.912721 0.763055
0.93509 0.912721 0.763398
0.934197 0.912721 0.763742
0.93335 0.912721 0.764085
0.932457 0.912721 0.764429
0.931541 0.912721 0.764795
0.930648 0.912721 0.765139
0.929755 0.912744 0.765482
0.928862 0.912744 0.765848
0.92797 0.912744 0.766192
0.927077 0.912744 0.766535
0.926161 0.912744 0.766856
0.925291 0.912744 0.767199
0.924398 0.912744 0.76752
0.923482 0.912744 0.767863
0.922612 0.912744 0.768183
0.921719 0.912744 0.768527
0.920826 0.912744 0.768847
0.919956 0.912767 0.769168
0.919086 0.912767 0.769489
0.918216 0.912767 0.769809
0.917323 0.912767 0.770107
0.916453 0.91279 0.770427
0.915583 0.91279 0.770725
0.914713 0.91279 0.771068
0.91382 0.91279 0.771366
0.912928 0.912813 0.771687
0.912057 0.912813 0.771984
0.911187 0.912836 0.772282
0.910317 0.912836 0.772602
0.909424 0.912859 0.7729
0.908531 0.912859 0.773198
